review_text,sentiment,review_length
my drink was never empty and he made some really great menu suggestions.,1,72
don't do it,0,11
the waiter wasn't helpful or friendly and rarely checked on us.,0,63
my husband and i ate lunch here and were very disappointed with the food and service.,0,85
and the red curry had so much bamboo shoots and wasn't very tasty to me.,0,72
nice blanket of moz over top but i feel like this was done to cover up the subpar food.,1,87
the bathrooms are clean and the place itself is well decorated.,1,63
"the menu is always changing, food quality is going down & service is extremely slow.",0,84
"the service was a little slow , considering that were served by 3 people servers so the food was coming in a slow pace.",0,119
i give it 2 thumbs down,0,23
we watched our waiter pay a lot more attention to other tables and ignore us.,0,77
my fiancé and i came in the middle of the day and we were greeted and seated right away.,1,88
this is a great restaurant at the mandalay bay.,1,47
we waited for forty five minutes in vain.,0,41
crostini that came with the salad was stale.,0,44
some highlights : great quality nigiri here,1,43
the staff is friendly and the joint is always clean.,1,52
this was a different cut than the piece the other day but still wonderful and tender s well as well flavored.,1,109
i ordered the voodoo pasta and it was the first time i'd had really excellent pasta since going gluten free several years ago.,1,126
this place is good.,1,19
"unfortunately, we must have hit the bakery on leftover day because everything we ordered was stale.",0,99
i came back today since they relocated and still not impressed.,0,63
i was seated immediately.,1,25
"their menu is diverse, and reasonably priced.",1,45
avoid at all cost,0,17
restaurant is always full but never a wait.,1,43
delicious,1,9
this place is hands-down one of the best places to eat in the phoenix metro area.,1,81
so don't go there if you are looking for good food...,0,53
i've never been treated so bad.,0,31
bacon is hella salty.,1,21
we also ordered the spinach and avocado salad; the ingredients were sad and the dressing literally had zero taste.,0,114
"this really is how vegas fine dining used to be, right down to the menus handed to the ladies that have no prices listed.",1,121
the waitresses are very friendly.,1,33
"lordy, the khao soi is a dish that is not to be missed for curry lovers",1,71
everything on the menu is terrific and we were also thrilled that they made amazing accommodations for our vegetarian daughter.,1,127
"perhaps i caught them on an off night judging by the other reviews, but i'm not inspired to go back.",0,100
the service here leaves a lot to be desired.,0,44
"the atmosphere is modern and hip, while maintaining a touch of coziness.",1,72
"not a weekly haunt, but definitely a place to come back to every once in a while.",1,81
we literally sat there for 20 minutes with no one asking to take our order.,0,75
"the burger had absolutely no flavor - the meat itself was totally bland, the burger was overcooked and there was no charcoal flavor.",0,132
i also decided not to send it back because our waitress looked like she was on the verge of having a heart attack.,0,114
i dressed up to be treated so rudely,0,36
it was probably dirt.,0,21
"love this place, hits the spot when i want something healthy but not lacking in quantity or flavor.",1,99
i ordered the lemon raspberry ice cocktail which was also incredible.,1,69
"the food sucked, which we expected but it sucked more than we could have imagined.",0,82
interesting decor.,1,18
what i really like there is the crepe station.,1,46
"also were served hot bread and butter, and home made potato chips with bacon bits on top....very original and very good.",1,120
you can watch them preparing the delicious food),1,48
both of the egg rolls were fantastic.,1,37
"when my order arrived, one of the gyros was missing.",0,52
"i had a salad with the wings, and some ice cream for dessert and left feeling quite satisfied.",1,94
i'm not really sure how joey's was voted best hot dog in the valley by readers of phoenix magazine.,0,99
the best place to go for a tasty bowl of pho,1,44
the live music on fridays totally blows.,0,40
i've never been more insulted or felt disrespected.,0,51
very friendly staff.,1,20
it is worth the drive.,1,22
"i had heard good things about this place, but it exceeding every hope i could have dreamed of.",1,94
food was great and so was the serivce,1,37
the warm beer didn't help.,0,26
great brunch spot.,1,18
service is friendly and inviting.,1,33
very good lunch spot.,1,21
i've lived here since 1979 and this was the first  time i've stepped foot into this place.,0,90
the worst experience ever.,0,26
must have been an off night at this place.,0,42
"the sides are delish - mixed mushrooms, yukon gold puree, white corn - beateous.",1,80
"if that bug never showed up i would have given a 4 for sure, but on the other side of the wall where this bug was climbing was the kitchen.",0,139
"for about 10 minutes, we we're waiting for her salad when we realized that it wasn't coming any time soon.",0,106
my friend loved the salmon tartar.,1,34
won't go back.,0,14
extremely tasty,1,15
waitress was good though,1,24
soggy and not good.,0,19
the jamaican mojitos are delicious.,1,35
which are small and not worth the price.,0,40
- the food is rich so order accordingly.,1,40
"the shower area is outside so you can only rinse, not take a full shower, unless you don't mind being nude for everyone to see",0,126
the service was a bit lacking.,0,30
"lobster bisque, bussell sprouts, risotto, filet all needed salt and pepper..and of course there is none at the tables.",0,118
hopefully this bodes for them going out of business and someone who can cook can come in.,0,89
"it was either too cold, not enough flavor or just bad.",0,54
i loved the bacon wrapped dates.,1,32
this is an unbelievable bargain,1,31
the folks at otto always make us feel so welcome and special.,1,61
"as for the ""mains,"" also uninspired.",0,36
this is the place where i first had pho and it was amazing,1,58
this wonderful experience made this place a must-stop whenever we are in town again.,1,84
"if the food isn't bad enough for you, then enjoy dealing with the world's worst/annoying drunk people.",0,102
very very fun chef.,1,19
"ordered a double cheeseburger & got a single patty that was falling apart  yeah, still sucks.",0,93
great place to have a couple drinks and watch any and all sporting events as the walls are covered with tv's.,1,109
"if it were possible to give them zero stars, they'd have it.",0,60
"the descriptions said ""yum yum sauce"" and another said ""eel sauce"", yet another said ""spicy mayo""...well none of the rolls had sauces on them.",0,142
"i'd say that would be the hardest decision... honestly, all of m's dishes taste how they are supposed to taste .",1,112
if she had not rolled the eyes we may have stayed... not sure if we will go back and try it again.,0,98
"everyone is very attentive, providing excellent customer service.",1,65
horrible - don't waste your time and money.,0,43
now this dish was quite flavourful.,1,35
by this time our side of the restaurant was almost empty so there was no excuse.,0,80
"also, the building was freezing cold.",0,37
"like the other reviewer said ""you couldn't pay me to eat at this place again.""",0,78
-drinks took close to 30 minutes to come out at one point.,0,58
"seriously flavorful delights, folks.",1,36
much better than the other ayce sushi place i went to in vegas.,1,63
the lighting is just dark enough to set the mood.,1,49
based on the sub-par service i received and no effort to show their gratitude for my business i won't be going back.,0,116
owner's are really great people.,1,32
there is nothing privileged about working/eating there.,0,55
the greek dressing was very creamy and flavorful.,1,49
"overall, i don't think that i would take my parents to this place again because they made most of the similar complaints that i silently felt too.",0,146
now the pizza itself was good the peanut sauce was very tasty.,1,62
we had 7 at our table and the service was pretty fast.,1,54
fantastic service here.,1,23
i as well would've given godfathers zero stars if possible.,0,59
they know how to make them here.,1,32
very tough and very short on flavor,0,35
i hope this place sticks around.,1,32
"i have been in more than a few bars in vegas, and do not ever recall being charged for tap water.",0,97
the restaurant atmosphere was exquisite.,1,40
"good service, very clean, and inexpensive, to boot",1,50
the seafood was fresh and generous in portion.,1,46
"plus, it's only 8 bucks.",1,24
"the service was not up to par, either.",0,38
"thus far, have only visited twice and the food was absolutely delicious each time.",1,82
just as good as when i had it more than a year ago,1,50
"for a self proclaimed coffee cafe, i was wildly disappointed.",0,61
the veggitarian platter is out of this world,1,44
you cant go wrong with any of the food here.,1,44
you can't beat that.,1,20
"stopped by this place while in madison for the ironman, very friendly, kind staff.",1,82
the chefs were friendly and did a good job.,1,43
"i've had better, not only from dedicated boba tea spots, but even from jenni pho.",0,81
i liked the patio and the service was outstanding.,1,50
the goat taco didn't skimp on the meat and wow what flavor,1,58
i think not again,0,17
i had the mac salad and it was pretty bland so i will not be getting that again.,0,80
i went to bachi burger on a friend's recommendation and was not disappointed.,1,77
service stinks here,0,19
i waited and waited.,0,20
"this place is not quality sushi, it is not a quality restaurant.",0,64
i would definitely recommend the wings as well as the pizza.,1,60
great pizza and salads,1,22
things that went wrong: - they burned the saganaki.,0,51
we waited an hour for what was a breakfast i could have done 100 times better at home.,0,86
this place is amazing,1,21
"i hate to disagree with my fellow yelpers, but my husband and i were so disappointed with this place.",0,101
waited 2 hours & never got either of our pizzas as many other around us who came in later did,0,93
just don't know why they were so slow.,0,38
"the staff is great, the food is delish, and they have an incredible beer selection.",1,83
"i live in the neighborhood so i am disappointed i won't be back here, because it is a convenient location.",0,106
i didn't know pulled pork could be soooo delicious.,1,51
"you get incredibly fresh fish, prepared with care.",1,50
before i go in to why i gave a 1 star rating please know that this was my third time eating at bachi burger before writing a review.,0,132
i love the fact that everything on their menu is worth it.,1,58
never again will i be dining at this place,0,42
the food was excellent and service was very good.,1,49
good beer & drink selection and good food selection.,1,52
please stay away from the shrimp stir fried noodles.,0,52
the potato chip order was sad... i could probably count how many chips were in that box and it was probably around 12.,0,118
food was really boring.,0,23
good service-check,1,18
this greedy corporation will never see another dime from me,0,59
"will never, ever go back.",0,25
"as much as i'd like to go back, i can't get passed the atrocious service and will never return.",0,95
"in the summer, you can dine in a charming outdoor patio - so very delightful.",1,77
i did not expect this to be so good,1,35
fantastic food,1,14
she ordered a toasted english muffin that came out untoasted.,0,61
the food was very good.,1,23
never going back.,0,17
"great food for the price, which is very high quality and house made.",1,68
the bus boy on the other hand was so rude.,0,42
"by this point, my friends and i had basically figured out this place was a joke and didn't mind making it publicly and loudly known.",0,132
"back to good bbq, lighter fare, reasonable pricing and tell the public they are back to the old ways.",1,101
"and considering the two of us left there very full and happy for about $20, you just can't go wrong.",1,100
all the bread is made in-house,1,30
the only downside is the service.,0,33
"also, the fries are without a doubt the worst fries i've ever had.",0,66
service was exceptional and food was a good as all the reviews.,1,63
"a couple of months later, i returned and had an amazing meal.",1,61
favorite place in town for shawarrrrrrma,1,40
the black eyed peas and sweet potatoes... unreal,1,48
you won't be disappointed.,1,26
"they could serve it with just the vinaigrette and it may make for a better overall dish, but it was still very good.",1,116
"i go to far too many places and i've never seen any restaurant that serves a 1 egg breakfast, especially for $4.00.",0,115
when my mom and i got home she immediately got sick and she only had a few bites of salad.,0,90
the servers are not pleasant to deal with and they don't always honor pizza hut coupons.,0,88
"both of them were truly unbelievably good, and i am so glad we went back.",1,73
"we had fantastic service, and were pleased by the atmosphere.",1,61
everything was gross.,0,21
i love this place.,1,18
great service and food.,1,23
first - the bathrooms at this location were dirty- seat covers were not replenished & just plain yucky,0,102
"the burger... i got the ""gold standard"" a $17 burger and was kind of disappointed.",0,82
"omg, the food was delicioso",1,27
there is nothing authentic about this place.,0,44
the spaghetti is nothing special whatsoever.,0,44
"of all the dishes, the salmon was the best, but all were great.",1,63
the vegetables are so fresh and the sauce feels like authentic thai.,1,68
it's worth driving up from tucson,1,33
the selection was probably the worst i've seen in vegas.....there was none.,0,75
pretty good beer selection too.,1,31
"this place is like chipotle, but better.",1,40
"classy/warm atmosphere, fun and fresh appetizers, succulent steaks (baseball steak",1,82
5 stars for the brick oven bread app,1,36
"i have eaten here multiple times, and each time the food was delicious.",1,71
we sat another ten minutes and finally gave up and left.,0,56
he was terrible,0,15
everyone is treated equally special.,1,36
it shouldn't take 30 min for pancakes and eggs.,0,47
it was delicious,1,16
"on the good side, the staff was genuinely pleasant and enthusiastic - a real treat.",1,83
"sadly, gordon ramsey's steak is a place we shall sharply avoid during our next trip to vegas.",0,93
as always the evening was wonderful and the food delicious,1,58
best fish i've ever had in my life,1,34
,1,0
the buffet is small and all the food they offered was bland.,0,60
this is an outstanding little restaurant with some of the best food i have ever tasted.,1,87
pretty cool i would say.,1,24
definitely a turn off for me & i doubt i'll be back unless someone else is buying.,0,82
server did a great job handling our large rowdy table.,1,54
"i find wasting food to be despicable, but this just wasn't food.",0,64
my wife had the lobster bisque soup which was lukewarm.,0,55
would come back again if i had a sushi craving while in vegas.,1,62
"the staff are great, the ambiance is great.",1,43
he deserves 5 stars.,1,20
i left with a stomach ache and felt sick the rest of the day.,0,61
they dropped more than the ball.,0,32
"the dining space is tiny, but elegantly decorated and comfortable.",1,66
"they will customize your order any way you'd like, my usual is eggplant with green bean stir fry, love it",1,105
and the beans and rice were mediocre at best.,0,45
best tacos in town by far,1,25
i took back my money and got outta there.,0,41
"in an interesting part of town, this place is amazing.",1,54
rude & inconsiderate management.,0,32
"the staff are now not as friendly, the wait times for being served are horrible, no one even says hi for the first 10 minutes.",0,126
i won't be back.,0,16
they have great dinners.,1,24
the service was outshining & i definitely recommend the halibut.,1,64
the food was terrible.,0,22
will never ever go back and have told many people what had happened.,0,68
i don't recommend unless your car breaks down in front of it and you are starving.,0,82
i will come back here every time i'm in vegas.,1,46
this place deserves one star and 90 has to do with the food.,0,60
this is a disgrace.,0,19
def coming back to bowl next time,1,33
"if you want healthy authentic or ethic food, try this place.",1,60
i will continue to come here on ladies night andddd date night ... highly recommend this place to anyone who is in the area (;,1,126
"i have been here several times in the past, and the experience has always been great.",1,85
we walked away stuffed and happy about our first vegas buffet experience.,1,73
service was excellent and prices are pretty reasonable considering this is vegas and located inside the crystals shopping mall by aria.,1,135
"to summarize... the food was incredible, nay, transcendant... but nothing brings me joy quite like the memory of the pneumatic condiment dispenser.",1,147
i'm probably one of the few people to ever go to ians and not like it.,0,70
kids pizza is always a hit too with lots of great side dish options for the kiddos,1,82
service is perfect and the family atmosphere is nice to see.,1,60
cooked to perfection and the service was impeccable.,1,52
this one is simply a disappointment.,0,36
"overall, i was very disappointed with the quality of food at bouchon.",0,69
i don't have to be an accountant to know i'm getting screwed,0,60
"great place to eat, reminds me of the little mom and pop shops in the san francisco bay area.",1,93
today was my first taste of a buldogis gourmet hot dog and i have to tell you it was more than i ever thought possible.,1,119
left very frustrated.,0,21
i'll definitely be in soon again.,1,33
food was really good and i got full petty fast.,1,47
service was fantastic.,1,22
total waste of time.,0,20
i don't know what kind it is but they have the best iced tea.,1,61
"come hungry, leave happy and stuffed",1,36
"for service, i give them no stars.",0,34
i can assure you that you won't be disappointed.,1,48
i can take a little bad service but the food sucks.,0,51
gave up trying to eat any of the crust .,0,40
but now i was completely grossed out.,0,37
i really enjoyed eating here.,1,29
first time going but i think i will quickly become a regular.,1,61
"our server was very nice, and even though he looked a little overwhelmed with all of our needs, he stayed professional and friendly until the end.",1,146
from what my dinner companions told me...everything was very fresh with nice texture and taste.,1,95
"on the ground, right next to our table was a large, smeared, been-stepped-in-and-tracked-everywhere pile of green bird poop.",0,124
"furthermore, you can't even find hours of operation on the website",0,66
we've tried to like this place but after 10+ times i think we're done with them.,0,80
what a mistake that was,0,23
no complaints,1,13
this is some seriously good pizza and i'm an expert/connisseur on the topic.,1,76
waiter was a jerk.,0,18
"strike 2, who wants to be rushed.",0,33
these are the nicest restaurant owners i've ever come across.,1,61
i never come again.,0,19
we loved the biscuits,1,21
service is quick and friendly.,1,30
ordered an appetizer and took 40 minutes and then the pizza another 10 minutes.,0,79
so absolutley fantastic.,1,24
it was a huge awkward 1.5lb piece of cow that was 3/4ths gristle and fat.,0,73
definitely will come back here again.,1,37
i like steiners because it's dark and it feels like a bar.,1,58
wow very spicy but delicious.,1,29
"if you're not familiar, check it out.",1,37
i'll take my business dinner dollars elsewhere.,0,47
i'd love to go back.,1,20
"anyway, this fs restaurant has a wonderful breakfast/lunch.",1,59
nothing special.,0,16
each day of the week they have a different deal and it's all so delicious,1,73
"not to mention the combination of pears, almonds and bacon is a big winner",1,74
will not be back.,0,17
sauce was tasteless.,0,20
"the food is delicious and just spicy enough, so be sure to ask for spicier if you prefer it that way.",1,101
my ribeye steak was cooked perfectly and had great mesquite flavor.,1,67
i don't think we'll be going back anytime soon.,0,47
food was so gooodd.,1,19
i am far from a sushi connoisseur but i can definitely tell the difference between good food and bad food and this was certainly bad food.,0,138
i was so insulted.,0,18
the last 3 times i had lunch here has been bad.,0,47
the chicken wings contained the driest chicken meat i have ever eaten.,0,70
"the food was very good and i enjoyed every mouthful, an enjoyable relaxed venue for couples small family groups etc.",1,116
nargile - i think you are great.,1,32
best tater tots in the southwest.,1,33
we loved the place.,1,19
definitely not worth the $3 i paid.,0,35
the vanilla ice cream was creamy and smooth while the profiterole  pastry was fresh enough.,1,91
im in az all the time and now have my new spot.,1,47
the manager was the worst.,0,26
the inside is really quite nice and very clean.,1,47
the food was outstanding and the prices were very reasonable.,1,61
i don't think i'll be running back to carly's anytime soon for food.,0,68
"this is was due to the fact that it took 20 minutes to be acknowledged, then another 35 minutes to get our food...and they kept forgetting things.",0,146
"love the margaritas, too",1,24
this was my first and only vegas buffet and it did not disappoint.,1,66
"very good, though",1,17
the one down note is the ventilation could use some upgrading.,0,62
great pork sandwich.,1,20
don't waste your time here.,0,27
"total letdown, i would much rather just go to the camelback flower shop and cartel coffee.",0,90
"third, the cheese on my friend's burger was cold.",0,49
we enjoy their pizza and brunch.,1,32
the steaks are all well trimmed and also perfectly cooked.,1,58
we had a group of 70+ when we claimed we would only have 40 and they handled us beautifully.,1,92
i loved it,1,10
we asked for the bill to leave without eating and they didn't bring that either.,0,80
"this place is a jewel in las vegas, and exactly what i've been hoping to find in nearly ten years living here.",1,110
seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh.,0,100
the selection of food was not the best.,0,39
delicious and i will absolutely be back,1,39
"this isn't a small family restaurant, this is a fine dining establishment.",1,74
they had a toro tartare with a cavier that was extraordinary and i liked the thinly sliced wagyu with white truffle.,1,116
i dont think i will be back for a very long time.,0,49
"it was attached to a gas station, and that is rarely a good sign.",0,65
how awesome is that.,1,20
i will be back many times soon.,1,31
the menu had so much good stuff on it i could not decide,1,56
"worse of all, he humiliated his worker right in front of me..bunch of horrible name callings.",0,93
conclusion: very filling meals.,1,31
their daily specials are always a hit with my group.,1,52
and then tragedy struck.,0,24
the pancake was also really good and pretty large at that.,1,58
"this was my first crawfish experience, and it was delicious",1,59
their monster chicken fried steak and eggs is my all time favorite.,1,67
waitress was sweet and funny.,1,29
"i also had to taste my mom's multi-grain pumpkin pancakes with pecan butter and they were amazing, fluffy, and delicious",1,120
"i'd rather eat airline food, seriously.",0,39
cant say enough good things about this place.,1,45
the ambiance was incredible.,1,28
the waitress and manager are so friendly.,1,41
i would not recommend this place.,0,33
overall i wasn't very impressed with noca.,0,42
my gyro was basically lettuce only.,0,35
terrible service,0,16
thoroughly disappointed,0,23
"i don't each much pasta, but i love the homemade /hand made pastas and thin pizzas here.",1,88
"give it a try, you will be happy you did.",1,41
by far the best cheesecurds we have ever had,1,44
reasonably priced also,1,22
everything was perfect the night we were in.,1,44
the food is very good for your typical bar food.,1,48
it was a drive to get there.,0,28
"at first glance it is a lovely bakery cafe - nice ambiance, clean, friendly staff.",1,82
"anyway, i do not think i will go back there.",0,44
"point your finger at any item on the menu, order it and you won't be disappointed.",1,82
"oh this is such a thing of beauty, this restaurant.",1,51
if you haven't gone here go now,1,31
"a greasy, unhealthy meal.",0,25
first time there and might just be the last.,0,44
those burgers were amazing.,1,27
"similarly, the delivery man did not say a word of apology when our food was 45 minutes late.",0,92
and it was way to expensive.,0,28
"be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for.",1,107
this was my first time and i can't wait until the next.,1,55
the bartender was also nice.,1,28
everything was good and tasty,1,29
this place is two thumbs up....way up.,1,38
"the best place in vegas for breakfast (just check out a sat, or sun.",1,68
"if you love authentic mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place.",1,137
terrible management.,0,20
an excellent new restaurant by an experienced frenchman.,1,56
if there were zero stars i would give it zero stars.,0,52
"great steak, great sides, great wine, amazing desserts.",1,55
worst martini ever,0,18
the steak and the shrimp are in my opinion the best entrees at gc.,1,66
i had the opportunity today to sample your amazing pizzas,1,57
we waited for thirty minutes to be seated .,0,43
the yellowtail carpaccio was melt in your mouth fresh.,1,54
i won't try going back there even if it's empty.,0,48
"no, i'm going to eat the potato that i found some strangers hair in it.",0,71
just spicy enough.. perfect actually.,1,37
last night was my second time dining here and i was so happy i decided to go back,1,81
"not even a ""hello, we will be right with you.""",0,46
the desserts were a bit strange.,0,32
my boyfriend and i came here for the first time on a recent trip to vegas and could not have been more pleased with the quality of food and service.,1,148
"i really do recommend this place, you can go wrong with this donut place",1,72
nice ambiance.,1,14
i would recommend saving room for this,1,38
i guess maybe we went on an off night but it was disgraceful.,0,61
"however, my recent experience at this particular location was not so good.",0,74
"i know this is not like the other restaurants at all, something is very off here",0,80
avoid this establishment,0,24
i think this restaurant suffers from not trying hard enough.,0,60
all of the tapas dishes were delicious,1,38
i *heart* this place.,1,21
my salad had a bland vinegrette on the baby greens and hearts of palm.,0,70
after two i felt disgusting.,0,28
a good time,1,11
i believe that this place is a great stop for those with a huge belly and hankering for sushi.,1,94
generous portions and great taste.,1,34
i will never go back to this place and will never ever recommended this place to anyone,0,87
"the servers went back and forth several times, not even so much as an ""are you being helped?""",0,93
food was delicious,1,18
an hour... seriously?,0,21
i consider this theft.,0,22
eew... this location needs a complete overhaul.,0,47
we recently witnessed her poor quality of management towards other guests as well.,0,82
waited and waited and waited.,0,29
"he also came back to check on us regularly, excellent service.",1,62
our server was super nice and checked on us many times.,1,55
"the pizza tasted old, super chewy in not a good way.",0,52
i swung in to give them a try but was deeply disappointed.,0,58
service was good and the company was better,1,43
the staff are also very friendly and efficient.,1,47
"as for the service: i'm a fan, because it's quick and you're being served by some nice folks.",1,93
boy was that sucker dry.,0,24
over rated.,0,11
"if you look for authentic thai food, go else where.",0,51
their steaks are 100 recommended,1,32
after i pulled up my car i waited for another 15 minutes before being acknowledged.,0,83
great food and great service in a clean and friendly setting.,1,61
"all in all, i can assure you i'll be back.",1,42
i hate those things as much as cheap quality black olives.,0,58
"my breakfast was perpared great, with a beautiful presentation of 3 giant slices of toast, lightly dusted with powdered sugar.",1,126
the kids play area is nasty,0,27
great place fo take out or eat in.,1,34
the waitress was friendly and happy to accomodate for vegan/veggie options.,1,75
omg i felt like i had never eaten thai food until this dish.,1,60
"it was extremely ""crumby"" and pretty tasteless.",0,47
it was a pale color instead of nice and char and has no flavor.,0,63
the croutons also taste homemade which is an extra plus.,1,56
i got home to see the driest damn wings ever,0,44
it'll be a regular stop on my trips to phoenix,1,46
i really enjoyed crema café before they expanded; i even told friends they had the best breakfast.,1,98
not good for the money.,0,23
i miss it and wish they had one in philadelphia,1,47
"we got sitting fairly fast, but, ended up waiting 40 minutes just to place our order, another 30 minutes before the food arrived.",0,129
they also have the best cheese crisp in town.,1,45
"good value, great food, great service.",1,38
couldn't ask for a more satisfying meal.,1,40
the food is good.,1,17
it was awesome.,1,15
i just wanted to leave.,0,23
we made the drive all the way from north scottsdale... and i was not one bit disappointed,1,89
i will not be eating there again.,0,33
....the owners really really need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one,0,118
i checked out this place a couple years ago and was not impressed.,0,66
"the chicken i got was definitely reheated and was only ok, the wedges were cold and soggy.",0,90
"sorry, i will not be getting food from here anytime soon :(",0,59
an absolute must visit,1,22
the cow tongue and cheek tacos are amazing.,1,43
my friend did not like his bloody mary.,0,39
"despite how hard i rate businesses, its actually rare for me to give a 1 star.",0,78
they really want to make your experience a good one.,1,52
i will not return.,0,18
i had the chicken pho and it tasted very bland.,0,47
very disappointing,0,18
the grilled chicken was so tender and yellow from the saffron seasoning.,1,72
"a drive thru means you do not want to wait around for half an hour for your food, but somehow when we end up going here they make us wait and wait.",0,147
pretty awesome place.,1,21
ambience is perfect.,1,20
best of luck to the rude and non-customer service focused new management.,0,73
any grandmother can make a roasted chicken better than this one.,0,64
i asked multiple times for the wine list and after some time of being ignored i went to the hostess and got one myself.,0,119
"the staff is always super friendly and helpful, which is especially cool when you bring two small boys and a baby",1,113
four stars for the food & the guy in the blue shirt for his great vibe & still letting us in to eat ,1,100
the roast beef sandwich tasted really good,1,42
"same evening, him and i are both drastically sick.",0,50
high-quality chicken on the chicken caesar salad.,1,49
ordered burger rare came in we'll done.,0,39
we were promptly greeted and seated.,1,36
tried to go here for lunch and it was a madhouse.,0,49
"i was proven dead wrong by this sushi bar, not only because the quality is great, but the service is fast and the food, impeccable.",1,131
"after waiting an hour and being seated, i was not in the greatest of moods.",0,75
this is a good joint.,1,21
the macarons here are insanely good.,1,36
i'm not eating here,0,19
"our waiter was very attentive, friendly, and informative.",1,57
maybe if they weren't cold they would have been somewhat edible.,0,64
this place has a lot of promise but fails to deliver.,0,53
very bad experience,0,19
what a mistake.,0,15
food was average at best.,0,25
great food.,1,11
we won't be going back anytime soon,0,35
very very disappointed ordered the $35 big bay plater.,0,54
great place to relax and have an awesome burger and beer.,1,57
it is perfect for a sit-down family meal or get together with a few friends.,1,76
"not much flavor to them, and very poorly constructed.",0,53
the patio seating was very comfortable.,1,39
the fried rice was dry as well.,0,31
hands down my favorite italian restaurant,1,41
"that just screams ""legit"" in my book...somethat's also pretty rare here in vegas.",1,81
it was just not a fun experience.,1,33
the atmosphere was great with a lovely duo of violinists playing songs we requested.,1,84
"i personally love the hummus, pita, baklava, falafels and baba ganoush .",1,72
"very convenient, since we were staying at the mgm",1,49
the owners are super friendly and the staff is courteous.,1,57
both great,1,10
eclectic selection.,1,19
the sweet potato tots were good but the onion rings were perfection or as close as i have had.,1,94
the staff was very attentive.,1,29
and the chef was generous with his time .,1,41
"the owner used to work at nobu, so this place is really similar for half the price.",1,83
google mediocre and i imagine smashburger will pop up.,0,54
dont go here.,0,13
i promise they won't disappoint.,1,32
as a sushi lover avoid this place by all means.,0,47
what a great double cheeseburger,1,32
awesome service and food.,1,25
a fantastic neighborhood gem ,1,29
i can't wait to go back.,1,24
the plantains were the worst i've ever tasted.,0,46
it's a great place and i highly recommend it.,1,45
service was slow and not attentive.,0,35
"i gave it 5 stars then, and i'm giving it 5 stars now.",1,54
your staff spends more time talking to themselves than me.,0,58
dessert: panna cotta was amazing.,1,33
"very good food, great atmosphere.1",1,34
damn good steak.,1,16
total brunch fail.,0,18
"prices are very reasonable, flavors are spot on, the sauce is home made, and the slaw is not drenched in mayo.",1,110
"the decor is nice, and the piano music soundtrack is pleasant.",1,62
the steak was amazing...rge fillet relleno was the best seafood plate i have ever had,1,85
"good food , good service .",1,26
it was absolutely amazing.,1,26
"i probably won't be back, to be honest.",0,39
will definitely be back,1,23
the sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.,1,83
"hawaiian breeze, mango magic, and pineapple delight are the smoothies that i've tried so far and they're all good.",1,114
went for lunch - service was slow.,0,34
"we had so much to say about the place before we walked in that he expected it to be amazing, but was quickly disappointed.",0,122
i was mortified.,0,16
"needless to say, we will never be back here again.",0,50
"anyways, the food was definitely not filling at all, and for the price you pay you should expect more.",0,102
"the chips that came out were dripping with grease, and mostly not edible.",0,73
i wasn't really impressed with strip steak.,0,43
have been going since 2007 and every meal has been awesome,1,58
our server was very nice and attentive as were the other serving staff.,1,71
the cashier was friendly and even brought the food out to me.,1,61
i work in the hospitality industry in paradise valley and have refrained from recommending cibo any longer.,0,107
the atmosphere here is fun.,1,27
would not recommend to others.,0,30
"service is quick and even ""to go"" orders are just like we like it",1,65
"i mean really, how do you get so famous for your fish and chips when it's so terrible?",0,86
"that said, our mouths and bellies were still quite pleased.",1,59
not my thing.,0,13
2 thumbs up,1,11
if you are reading this please don't go there.,0,46
"i loved the grilled pizza, reminded me of legit italian pizza.",1,62
only pros : large seating area/ nice bar area/ great simple drink menu/ the best brick oven pizza with homemade dough,1,117
they have a really nice atmosphere.,1,35
tonight i had the elk filet special...and it sucked.,0,52
"after one bite, i was hooked.",1,29
we ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything.,0,124
"cute, quaint, simple, honest.",1,29
the chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside.,1,108
"the food was great as always, compliments to the chef.",1,54
special thanks to dylan t. for the recommendation on what to order :) all yummy for my tummy.,1,93
awesome selection of beer.,1,26
great food and awesome service,1,30
"one nice thing was that they added gratuity on the bill since our party was larger than 6 or 8, and they didn't expect more tip than that.",1,138
a fly was in my apple juice.. a fly,0,35
the han nan chicken was also very tasty.,1,40
"as for the service, i thought it was good.",1,42
"the food was barely lukewarm, so it must have been sitting waiting for the server to bring it out to us.",0,104
ryan's bar is definitely one edinburgh establishment i won't be revisiting.,0,75
nicest chinese restaurant i've been in a while.,1,47
"overall, i like there food and the service.",1,43
they also now serve indian naan bread with hummus and some spicy pine nut sauce that was out of this world.,1,107
"probably never coming back, and wouldn't recommend it.",0,54
"friend's pasta -- also bad, he barely touched it.",0,49
"try them in the airport to experience some tasty food and speedy, friendly service.",1,83
i love the decor with the chinese calligraphy wall paper.,1,57
never had anything to complain about here.,1,42
